Name,Rating,Reviews,Category,Address,city,country,Website,Phone,Url
Burger Brothers Hannover,4.7,678,Hamburger restaurant,"Nikolaistraße 12, 30159 Hannover, Germany",Hanover,Germany,http://burgerbrothers.eu/,+49 511 54684508,https://www.google.com/maps/place/Burger+Brothers+Hannover/data=!4m7!3m6!1s0x47b075b3bfff56bf:0x98d1a129a80ce9c5!8m2!3d52.3810791!4d9.7331883!16s%2Fg%2F11k3yl7qsk!19sChIJv1b_v7N1sEcRxekMqCmh0Zg?authuser=0&hl=en&rclk=1
Restaurant & Weinbar Enrico Leone,4.7,132,Restaurant,"Königstraße 46, 30175 Hannover, Germany",Hanover,Germany,http://www.enrico-leone.com/,+49 511 3885345,https://www.google.com/maps/place/Restaurant+%26+Weinbar+Enrico+Leone/data=!4m7!3m6!1s0x47b074ad6fdac963:0x40ec4c12c0035f7f!8m2!3d52.3762897!4d9.7490076!16s%2Fg%2F1td4nrgb!19sChIJY8nab610sEcRf18DwBJM7EA?authuser=0&hl=en&rclk=1
Ristorante Castello,4.5,725,Italian restaurant,"Alte Herrenhäuser Str. 24, 30419 Hannover, Germany",Hanover,Germany,http://www.castello-hannover.de/,+49 511 751289,https://www.google.com/maps/place/Ristorante+Castello/data=!4m7!3m6!1s0x47b07387435ff7a7:0xdd7e346af41d70f7!8m2!3d52.3918837!4d9.6908524!16s%2Fg%2F1tf56y88!19sChIJp_dfQ4dzsEcR93Ad9Go0ft0?authuser=0&hl=en&rclk=1
Goa Restaurant Hannover,3.2,301,Restaurant,"Podbielskistraße 114, 30177 Hannover, Germany",Hanover,Germany,https://restaurant-goa.com/,+49 511 693343,https://www.google.com/maps/place/Goa+Restaurant+Hannover/data=!4m7!3m6!1s0x47b00cb1f8a5680f:0x6475148f7de70dc7!8m2!3d52.39593!4d9.76623!16s%2Fg%2F11bwfjph_3!19sChIJD2il-LEMsEcRxw3nfY8UdWQ?authuser=0&hl=en&rclk=1
Werkhof Restaurant,4.3,161,Restaurant,"Schaufelder Str. 11, 30167 Hannover, Germany",Hanover,Germany,https://werkhof-hannover.de/restaurant,+49 511 35356380,https://www.google.com/maps/place/Werkhof+Restaurant/data=!4m7!3m6!1s0x4cb4c9e8061e21e1:0x81ecae1b85d0b4a4!8m2!3d52.3883061!4d9.7188089!16s%2Fg%2F1vs5vry2!19sChIJ4SEeBujJtEwRpLTQhRuu7IE?authuser=0&hl=en&rclk=1
Oji Long - Hannover,4.6,723,Sushi restaurant,"Knochenhauerstraße 25, 30159 Hannover, Germany",Hanover,Germany,NA,+49 511 64698475,https://www.google.com/maps/place/Oji+Long+-+Hannover/data=!4m7!3m6!1s0x47b0754e6f3cf8b7:0x4c9bea1cb1a3c2b5!8m2!3d52.372629!4d9.7337925!16s%2Fg%2F11gmjjdww2!19sChIJt_g8b051sEcRtcKjsRzqm0w?authuser=0&hl=en&rclk=1
Restaurant Alborz,4.6,947,Persian restaurant,"Goethestraße 22, 30169 Hannover, Germany",Hanover,Germany,https://www.alborzrestaurant-hannover.de/,+49 511 15961,https://www.google.com/maps/place/Restaurant+Alborz/data=!4m7!3m6!1s0x47b074bc672abd2d:0x45290c66108b8588!8m2!3d52.3742368!4d9.727782!16s%2Fg%2F1tfrwjzs!19sChIJLb0qZ7x0sEcRiIWLEGYMKUU?authuser=0&hl=en&rclk=1
Gaststätte Klickmühle,4.5,390,German restaurant,"Leinstraße 25, 30159 Hannover, Germany",Hanover,Germany,http://www.klickmuehle.de/,+49 511 323417,https://www.google.com/maps/place/Gastst%C3%A4tte+Klickm%C3%BChle/data=!4m7!3m6!1s0x47b074b9e5c5c823:0x39af1eb37bd6b6f8!8m2!3d52.3702662!4d9.7349265!16s%2Fg%2F112yf80lw!19sChIJI8jF5bl0sEcR-LbWe7Merzk?authuser=0&hl=en&rclk=1
All Vegan,4.9,112,Vegan restaurant,"Karmarschstraße 49 Stand 7&8 in der Markthalle, 30159 Hannover, Germany",Hanover,Germany,NA,+49 511 21357457,https://www.google.com/maps/place/All+Vegan/data=!4m7!3m6!1s0x47b075cb4169283d:0xc4cef62e85b3a6e6!8m2!3d52.3704184!4d9.7362027!16s%2Fg%2F11qn_f784c!19sChIJPShpQct1sEcR5qazhS72zsQ?authuser=0&hl=en&rclk=1
"Restaurant Balkh, Helal",4.4,755,Afghan restaurant,"Limmerstraße 26, 30451 Hannover, Germany",Hanover,Germany,https://balkh-restaurant.de/wp-content/uploads/2019/01/Speisekarte-2018_Web.pdf,+49 511 12340096,"https://www.google.com/maps/place/Restaurant+Balkh,+Helal/data=!4m7!3m6!1s0x47b0749224eeac35:0x664e8420e1f637e7!8m2!3d52.3728163!4d9.7097764!16s%2Fg%2F1q62kbs0q!19sChIJNazuJJJ0sEcR5zf24SCETmY?authuser=0&hl=en&rclk=1"
Roy’s Restaurant,4.8,644,Restaurant,"Volgersweg 50, 30175 Hannover, Germany",Hanover,Germany,http://www.roys-hannover.de/,+49 511 89767671,https://www.google.com/maps/place/Roy%E2%80%99s+Restaurant/data=!4m7!3m6!1s0x47b0757c8b5a9a9f:0x8292f5776e5fbfc0!8m2!3d52.3791452!4d9.7503028!16s%2Fg%2F11c6z020v5!19sChIJn5pai3x1sEcRwL9fbnf1koI?authuser=0&hl=en&rclk=1
LISTER LAUBE | By Brother‘s Kitchen,4.8,365,Restaurant,"Am Lister Bad 15, 30179 Hannover, Germany",Hanover,Germany,http://www.listerlaube.de/,+49 179 4103621,https://www.google.com/maps/place/LISTER+LAUBE+%7C+By+Brother%E2%80%98s+Kitchen/data=!4m7!3m6!1s0x47b07337f45cff97:0xe03bf10a7bd20f3d!8m2!3d52.4087057!4d9.7494807!16s%2Fg%2F11fy99sq92!19sChIJl_9c9DdzsEcRPQ_SewrxO-A?authuser=0&hl=en&rclk=1
dasZwiespalt,4.5,399,Restaurant,"Egestorffstraße 10, 30449 Hannover, Germany",Hanover,Germany,http://www.daszwiespalt.de/,+49 511 54397753,https://www.google.com/maps/place/dasZwiespalt/data=!4m7!3m6!1s0x47b074eca87a4a17:0x4f20eb6aefb7945b!8m2!3d52.3670393!4d9.712322!16s%2Fg%2F1thkqrfs!19sChIJF0p6qOx0sEcRW5S372rrIE8?authuser=0&hl=en&rclk=1
Reimanns Eck,4.4,"1,205",Restaurant,"Lister Meile 26, 30161 Hannover, Germany",Hanover,Germany,https://reimanns-eck.de/,+49 511 313530,https://www.google.com/maps/place/Reimanns+Eck/data=!4m7!3m6!1s0x47b074a940ec7545:0x7230661e9771e9d4!8m2!3d52.3823775!4d9.7453438!16s%2Fg%2F1v8304cg!19sChIJRXXsQKl0sEcR1Olxlx5mMHI?authuser=0&hl=en&rclk=1
heimW,4.2,974,Restaurant,"Theaterstraße 6, 30159 Hannover, Germany",Hanover,Germany,http://www.heim-w.de/,+49 511 2352301,https://www.google.com/maps/place/heimW/data=!4m7!3m6!1s0x47b074b18f7c9347:0x907a9c03df1b0148!8m2!3d52.3739573!4d9.7433431!16s%2Fg%2F1tzvvlvd!19sChIJR5N8j7F0sEcRSAEb3wOcepA?authuser=0&hl=en&rclk=1
Rias Baixas 2,4.4,"1,709",Spanish restaurant,"Plaza de Rosalia 2, 30449 Hannover, Germany",Hanover,Germany,http://www.riasbaixas-2.de/,+49 511 1234209,https://www.google.com/maps/place/Rias+Baixas+2/data=!4m7!3m6!1s0x47b074e9ec79c1f9:0xace8493249107db4!8m2!3d52.3611485!4d9.7160172!16s%2Fg%2F1tjl4z67!19sChIJ-cF57Ol0sEcRtH0QSTJJ6Kw?authuser=0&hl=en&rclk=1
Prager Hof,4.6,610,Restaurant,"Gellertstraße 24, 30175 Hannover, Germany",Hanover,Germany,http://prager-hof-hannover.de/,+49 511 815783,https://www.google.com/maps/place/Prager+Hof/data=!4m7!3m6!1s0x47b00b5270d825d3:0x31985869a259726e!8m2!3d52.3753552!4d9.7559354!16s%2Fg%2F1tmkk027!19sChIJ0yXYcFILsEcRbnJZomlYmDE?authuser=0&hl=en&rclk=1
Das AbendMahl,4.2,367,Italian restaurant,"Hildesheimer Str. 37, 30169 Hannover, Germany",Hanover,Germany,https://das-abend-mahl.de/,+49 511 8997099,https://www.google.com/maps/place/Das+AbendMahl/data=!4m7!3m6!1s0x47b074caacf93c13:0xaf898bf1c1be5634!8m2!3d52.3643653!4d9.7475516!16s%2Fg%2F1v_0htjv!19sChIJEzz5rMp0sEcRNFa-wfGLia8?authuser=0&hl=en&rclk=1
Eliniko Restaurant,4.7,"1,147",Greek restaurant,"Marienstraße 104, 30171 Hannover, Germany",Hanover,Germany,http://www.eliniko-hannover.de/,+49 511 817600,https://www.google.com/maps/place/Eliniko+Restaurant/data=!4m7!3m6!1s0x47b00b4eb988c9ab:0xa424cdc6176eaeb5!8m2!3d52.3701178!4d9.7586913!16s%2Fg%2F1wn32qf5!19sChIJq8mIuU4LsEcRta5uF8bNJKQ?authuser=0&hl=en&rclk=1
Wok'n'Joy,4.6,604,Vietnamese restaurant,"Königstraße 24, 30175 Hannover, Germany",Hanover,Germany,https://www.woknjoy-hannover.de/,+49 511 34083418,https://www.google.com/maps/place/Wok%27n%27Joy/data=!4m7!3m6!1s0x47b074ad3410ab3d:0x402a6801c92accd1!8m2!3d52.3768678!4d9.7517569!16s%2Fg%2F11cp6twm41!19sChIJPasQNK10sEcR0cwqyQFoKkA?authuser=0&hl=en&rclk=1
Atlantis,4.3,326,Restaurant,"Haltenhoffstraße 159, 30419 Hannover, Germany",Hanover,Germany,NA,+49 511 753570,https://www.google.com/maps/place/Atlantis/data=!4m7!3m6!1s0x47b073841e89c675:0x9b37c75e7ab499d0!8m2!3d52.3963889!4d9.6925!16s%2Fg%2F1tgfcdt5!19sChIJdcaJHoRzsEcR0Jm0el7HN5s?authuser=0&hl=en&rclk=1
La Rock,4.5,139,Restaurant,"Voßstraße 51, 30163 Hannover, Germany",Hanover,Germany,http://www.la-rock.com/,+49 511 666322,https://www.google.com/maps/place/La+Rock/data=!4m7!3m6!1s0x47b0735741497b65:0xea24d9395daf14fa!8m2!3d52.391009!4d9.7441895!16s%2Fg%2F11cs2b_n7x!19sChIJZXtJQVdzsEcR-hSvXTnZJOo?authuser=0&hl=en&rclk=1
Öz Urfa - Türkisches Restaurant Hannover Langenhagen,4.3,"2,665",Restaurant,"Walsroder Str. 28, 30851 Langenhagen, Germany",Langenhagen,Germany,https://www.oez-urfa.de/,+49 511 783818,https://www.google.com/maps/place/%C3%96z+Urfa+-+T%C3%BCrkisches+Restaurant+Hannover+Langenhagen/data=!4m7!3m6!1s0x47b072e31a292181:0xa0bd21c8810e3da3!8m2!3d52.434272!4d9.7311534!16s%2Fg%2F1tk6zjwr!19sChIJgSEpGuNysEcRoz0OgcghvaA?authuser=0&hl=en&rclk=1
Insel Bistro,4.4,144,Restaurant,"Am Uhrturm 7, 30519 Hannover, Germany",Hanover,Germany,http://insel-bistro-hannover.eatbu.com/,+49 511 8387267,https://www.google.com/maps/place/Insel+Bistro/data=!4m7!3m6!1s0x47b00add1dc0f231:0x25477c8d8368f130!8m2!3d52.333064!4d9.7623671!16s%2Fg%2F1tk_n9sn!19sChIJMfLAHd0KsEcRMPFog418RyU?authuser=0&hl=en&rclk=1
Restaurant Tropeano Di-Vino GmbH,4.5,327,Italian restaurant,"Kleiner Hillen 4, 30559 Hannover, Germany",Hanover,Germany,http://www.restaurant-tropeano.de/,+49 511 3533138,https://www.google.com/maps/place/Restaurant+Tropeano+Di-Vino+GmbH/data=!4m7!3m6!1s0x47b00b95fe889e03:0xd0d2b2910895fdf5!8m2!3d52.3587099!4d9.8257559!16s%2Fg%2F1tdcqksp!19sChIJA56I_pULsEcR9f2VCJGy0tA?authuser=0&hl=en&rclk=1
Mangal's Kitchen GmbH,4.5,911,Indian restaurant,"Ferdinand-Wallbrecht-Straße 6, 30163 Hannover, Germany",Hanover,Germany,http://www.restaurant-mangals-kitchen.de/,+49 511 64693150,https://www.google.com/maps/place/Mangal%27s+Kitchen+GmbH/data=!4m7!3m6!1s0x47b073542f9b284f:0x91d3d44cf75c96f5!8m2!3d52.389628!4d9.7499182!16s%2Fg%2F11c2lrwphk!19sChIJTyibL1RzsEcR9ZZc90zU05E?authuser=0&hl=en&rclk=1
WOK n' JOY 22 Hannover - Asian Fusion Food Experience,4.5,355,Asian fusion restaurant,"Kramerstraße 22, 30159 Hannover, Germany",Hanover,Germany,https://www.instagram.com/woknjoy22/?hl=cs.de.de.de,+49 511 47392555,https://www.google.com/maps/place/WOK+n%27+JOY+22+Hannover+-+Asian+Fusion+Food+Experience/data=!4m7!3m6!1s0x47b075327d7d5f37:0xdc5464f19ec976f6!8m2!3d52.3717389!4d9.7338872!16s%2Fg%2F11j0stx_xt!19sChIJN199fTJ1sEcR9nbJnvFkVNw?authuser=0&hl=en&rclk=1
Türkisches Restaurant - Tandure - Hannover,4.5,"1,267",Turkish restaurant,"Deisterstraße 17D, 30449 Hannover, Germany",Hanover,Germany,https://www.tandure.de/,+49 511 453670,https://www.google.com/maps/place/T%C3%BCrkisches+Restaurant+-+Tandure+-+Hannover/data=!4m7!3m6!1s0x47b074c00234f25f:0xb02da285a0a99f47!8m2!3d52.3675627!4d9.7206754!16s%2Fg%2F1txy1clv!19sChIJX_I0AsB0sEcRR5-poIWiLbA?authuser=0&hl=en&rclk=1
XII Apostel- Apostelhalle Hannover,4.2,"1,815",Restaurant,"Pelikanpl. 2/4, 30177 Hannover, Germany",Hanover,Germany,http://www.12apostel-hannover.de/,+49 511 2288640,https://www.google.com/maps/place/XII+Apostel-+Apostelhalle+Hannover/data=!4m7!3m6!1s0x47b00cb1021b023d:0x589ccb125aa382c5!8m2!3d52.3982278!4d9.7705189!16s%2Fg%2F12qhj52dp!19sChIJPQIbArEMsEcRxYKjWhLLnFg?authuser=0&hl=en&rclk=1
HAFTIS,4.6,664,Hamburger restaurant,"Jakobistraße 6, 30163 Hannover, Germany",Hanover,Germany,https://eindruck24.de/haftig/,+49 511 33770118,https://www.google.com/maps/place/HAFTIS/data=!4m7!3m6!1s0x47b0735c99283e2d:0x3adad2ab4b7533de!8m2!3d52.3889948!4d9.7493589!16s%2Fg%2F11sgtwnh90!19sChIJLT4omVxzsEcR3jN1S6vS2jo?authuser=0&hl=en&rclk=1
Pasta & Pizza,4.8,316,Italian restaurant,"Schaufelder Str. 5, 30167 Hannover, Germany",Hanover,Germany,http://pastaundpizza-hannover.de/,+49 511 703268,https://www.google.com/maps/place/Pasta+%26+Pizza/data=!4m7!3m6!1s0x41653bd4771aef29:0xef5813e2360ed1ac!8m2!3d52.3879982!4d9.7199914!16s%2Fg%2F1tj56ty5!19sChIJKe8ad9Q7ZUERrNEONuITWO8?authuser=0&hl=en&rclk=1
restaurant Otts,4.4,307,Restaurant,"Köbelingerstraße 1, 30159 Hannover, Germany",Hanover,Germany,https://www.restaurant-otts.de/,+49 511 344921,https://www.google.com/maps/place/restaurant+Otts/data=!4m7!3m6!1s0x47b074b9fe329a21:0x66bf866f3740454a!8m2!3d52.371017!4d9.735775!16s%2Fg%2F1wzt1f75!19sChIJIZoy_rl0sEcRSkVAN2-Gv2Y?authuser=0&hl=en&rclk=1
Gute Stube,4.4,76,Restaurant,"Edisonstraße 44, 24145 Kiel, Germany",Kiel,Germany,http://gute-stube.de/,+49 431 7175777,https://www.google.com/maps/place/Gute+Stube/data=!4m7!3m6!1s0x47b2572fb573e8ff:0x1681b88291c9cf25!8m2!3d54.2775107!4d10.161096!16s%2Fg%2F12lksgn2h!19sChIJ_-hztS9XskcRJc_JkYK4gRY?authuser=0&hl=en&rclk=1
Restaurant Taverna Akropolis,4.5,565,Greek restaurant,"Am Dorfpl. 15, 24145 Kiel, Germany",Kiel,Germany,https://www.akropolis-kiel-meimersdorf.de/,+49 431 57088757,https://www.google.com/maps/place/Restaurant+Taverna+%22Akropolis%22/data=!4m7!3m6!1s0x47b256b35fe0fc21:0xd2cdb6c6c3e4f7c0!8m2!3d54.274887!4d10.1094112!16s%2Fg%2F11bxf4kk20!19sChIJIfzgX7NWskcRwPfkw8a2zdI?authuser=0&hl=en&rclk=1
Das Wirtshaus,4.3,"3,832",German restaurant,"Holstenstraße 88-90, 24103 Kiel, Germany",Kiel,Germany,http://www.wirtshaus-kiel.de/,+49 431 2400004,https://www.google.com/maps/place/Das+Wirtshaus/data=!4m7!3m6!1s0x47b2565e1df2ed25:0x4d39d1c41d496daf!8m2!3d54.3205191!4d10.1335316!16s%2Fg%2F1td7b6ml!19sChIJJe3yHV5WskcRr21JHcTROU0?authuser=0&hl=en&rclk=1
Drathenhof,4.4,656,Restaurant,"Hamburger Landstraße 99, 24113 Molfsee, Germany",Molfsee,Germany,http://www.drathenhof.de/,+49 431 650889,https://www.google.com/maps/place/Drathenhof/data=!4m7!3m6!1s0x47b253f8bfe2d6f1:0xbfdd2598717003cf!8m2!3d54.2747309!4d10.0763529!16s%2Fg%2F1tgfvpvl!19sChIJ8dbiv_hTskcRzwNwcZgl3b8?authuser=0&hl=en&rclk=1
Kiel,NA,NA,NA,NA,Kiel,NA,NA,NA,https://www.google.com/maps/place/Kiel/data=!4m7!3m6!1s0x47b2560d8fee97ad:0x4248963c6580320!8m2!3d54.3232927!4d10.1227651!16zL20vMGc3cG0!19sChIJrZfujw1WskcRIANYxmOJJAQ?authuser=0&hl=en&rclk=1
Sultan’s Restaurant,4.7,"3,069",Turkish restaurant,"Sophienblatt, im Hauptbahnhof 25, 24103 Kiel, Germany",Kiel,Germany,http://sultans-kiel.de/,+49 431 9907802,https://www.google.com/maps/place/Sultan%E2%80%99s+Restaurant/data=!4m7!3m6!1s0x47b2568ab0121681:0x42cbef3edc9128be!8m2!3d54.315242!4d10.131953!16s%2Fg%2F1tfcxwd7!19sChIJgRYSsIpWskcRviiR3D7vy0I?authuser=0&hl=en&rclk=1
Bärenkrug Hamburger Chaussee 10 24113 Molfsee bei Kiel,4.8,36,Restaurant,"Hamburger Chaussee 10, 24113 Molfsee, Germany",Molfsee,Germany,http://www.baerenkrug.de/,+49 4347 71200,https://www.google.com/maps/place/B%C3%A4renkrug+Hamburger+Chaussee+10+24113+Molfsee+bei+Kiel/data=!4m7!3m6!1s0x47b256990a2893af:0x779ccc925cfd0b20!8m2!3d54.2607875!4d10.0630602!16s%2Fg%2F11g8cyn2b3!19sChIJr5MoCplWskcRIAv9XJLMnHc?authuser=0&hl=en&rclk=1
Mercato Italiano Luma GmbH,4.7,539,Italian restaurant,"Tonberg 1, 24113 Kiel, Germany",Kiel,Germany,http://www.mercatoitaliano.de/,+49 431 687713,https://www.google.com/maps/place/Mercato+Italiano+Luma+GmbH/data=!4m7!3m6!1s0x47b2568d7812f507:0xd34b752099b844c2!8m2!3d54.3037845!4d10.1321186!16s%2Fg%2F11bv30hc3q!19sChIJB_USeI1WskcRwkS4mSB1S9M?authuser=0&hl=en&rclk=1
Restaurant Auszeit,4.6,289,Restaurant,"Dorfstraße 1, 24146 Kiel, Germany",Kiel,Germany,http://www.restaurant-auszeit-kiel.de/,+49 431 783284,https://www.google.com/maps/place/Restaurant+Auszeit/data=!4m7!3m6!1s0x47b25710d00d3c41:0xf9f0273a08713508!8m2!3d54.2961776!4d10.1744991!16s%2Fg%2F1ts3k8dv!19sChIJQTwN0BBXskcRCDVxCDon8Pk?authuser=0&hl=en&rclk=1
Glückspilz - Burger - Imbiss - Café,4.2,280,American restaurant,"Hamburger Ch 352, 24113 Kiel, Germany",Kiel,Germany,https://www.glueckspilz-burger.de/,+49 431 70531330,https://www.google.com/maps/place/Gl%C3%BCckspilz+-+Burger+-+Imbiss+-+Caf%C3%A9/data=!4m7!3m6!1s0x47b2541d913256d5:0xf27d381768ffd174!8m2!3d54.289752!4d10.0901847!16s%2Fg%2F11c6dfvhqq!19sChIJ1VYykR1UskcRdNH_aBc4ffI?authuser=0&hl=en&rclk=1
Gaststätte Ratskeller,4.4,"1,436",German restaurant,"Fleethörn 9, 24103 Kiel, Germany",Kiel,Germany,http://www.ratskeller-kiel.de/,+49 431 9710005,https://www.google.com/maps/place/Gastst%C3%A4tte+Ratskeller/data=!4m7!3m6!1s0x47b25667469f5197:0x796f64fcbf1a358a!8m2!3d54.3221492!4d10.1332784!16s%2Fg%2F1hdz66rxj!19sChIJl1GfRmdWskcRijUav_xkb3k?authuser=0&hl=en&rclk=1
Brühl & Hökendorf GbR,5.0,3,Caterer,"Bormkamp 21, 24145 Kiel, Germany",Kiel,Germany,https://bruehlundhoekendorf.eatbu.com/,+49 170 3277692,https://www.google.com/maps/place/Br%C3%BChl+%26+H%C3%B6kendorf+GbR/data=!4m7!3m6!1s0x47b257016ec06f8d:0x3de49eb771994e5c!8m2!3d54.2857455!4d10.132288!16s%2Fg%2F11jn4y3p_5!19sChIJjW_AbgFXskcRXE6Zcbee5D0?authuser=0&hl=en&rclk=1
L'Osteria Kiel,4.2,"4,046",Italian restaurant,"Raiffeisenstraße 1, 24103 Kiel, Germany",Kiel,Germany,https://losteria.net/de/restaurants/restaurant/kiel/?utm_source=google&utm_medium=Yext,+49 431 67072930,https://www.google.com/maps/place/L%27Osteria+Kiel/data=!4m7!3m6!1s0x47b256601225e097:0xc70e2269a237d11c!8m2!3d54.3162797!4d10.1323063!16s%2Fg%2F1tg_kpz1!19sChIJl-AlEmBWskcRHNE3omkiDsc?authuser=0&hl=en&rclk=1
Bärenkrug Hotel & Restaurant,4.5,618,NA,"Hamburger Chaussee 10, 24113 Molfsee, Germany",Molfsee,Germany,http://www.baerenkrug.de/,+49 4347 71200,https://www.google.com/maps/place/B%C3%A4renkrug+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x47b2568db73376c1:0xc76965589cbff081!5m2!4m1!1i2!8m2!3d54.2607134!4d10.0631598!16s%2Fg%2F1v4ps1gp!19sChIJwXYzt41WskcRgfC_nFhlacc?authuser=0&hl=en&rclk=1
Rigoletto,4.7,423,Restaurant,"Königsweg 46, 24114 Kiel, Germany",Kiel,Germany,https://rigoletto-restaurant.eatbu.com/,+49 431 676390,https://www.google.com/maps/place/Rigoletto/data=!4m7!3m6!1s0x47b2568a46ff0eb9:0x4b1e18a685c75ef5!8m2!3d54.3141886!4d10.125975!16s%2Fg%2F1z44bpl13!19sChIJuQ7_RopWskcR9V7HhaYYHks?authuser=0&hl=en&rclk=1
BLOCK HOUSE Kiel,4.5,"3,350",Steak house,"Willestraße 4-6, 24103 Kiel, Germany",Kiel,Germany,https://www.block-house.de/restaurants/kiel/kiel,+49 431 5878431,https://www.google.com/maps/place/BLOCK+HOUSE+Kiel/data=!4m7!3m6!1s0x47b2565df7052427:0x33469f5e4cb3213!8m2!3d54.3217343!4d10.1350591!16s%2Fg%2F1vl9qk76!19sChIJJyQF911WskcREzLL5PVpNAM?authuser=0&hl=en&rclk=1
Löwenbräu Kiel,4.4,428,Restaurant,"Alter Markt 14, 24103 Kiel, Germany",Kiel,Germany,https://www.facebook.com/loewenbraeukiel/,+49 431 26093010,https://www.google.com/maps/place/L%C3%B6wenbr%C3%A4u+Kiel/data=!4m7!3m6!1s0x47b2565cf755a255:0xe97a085bf9107eb4!8m2!3d54.323298!4d10.140104!16s%2Fg%2F1tdkfq7q!19sChIJVaJV91xWskcRtH4Q-VsIeuk?authuser=0&hl=en&rclk=1
Griechisches Restaurant Apollon - Kiel,4.3,510,Greek restaurant,"Preetzer Chaussee 125, 24146 Kiel, Germany",Kiel,Germany,https://bestellen-apollon.de/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,+49 431 783412,https://www.google.com/maps/place/Griechisches+Restaurant+Apollon+-+Kiel/data=!4m7!3m6!1s0x47b25710dd003ded:0x7b37c76ae937d9a2!8m2!3d54.2965891!4d10.1749854!16s%2Fg%2F1td2sz9q!19sChIJ7T0A3RBXskcRotk36WrHN3s?authuser=0&hl=en&rclk=1
Bootsjunge,4.0,1,Restaurant,"Braunstraße 40, 24145 Kiel, Germany",Kiel,Germany,http://na-hotel.de/,+49 431 23717971,https://www.google.com/maps/place/Bootsjunge/data=!4m7!3m6!1s0x47b257a16d09ccff:0x7d0221715c92809e!8m2!3d54.2821777!4d10.1481779!16s%2Fg%2F11tmn0r_fy!19sChIJ_8wJbaFXskcRnoCSXHEhAn0?authuser=0&hl=en&rclk=1
Restaurant Rhodos,4.5,741,Greek restaurant,"Troppauer Str. 3, 24146 Kiel, Germany",Kiel,Germany,http://www.rhodos-kiel.de/,+49 431 788932,https://www.google.com/maps/place/Restaurant+Rhodos/data=!4m7!3m6!1s0x47b2576cea6a38f7:0xe918decec5630137!8m2!3d54.2955141!4d10.1891883!16s%2Fg%2F1tf7lmmd!19sChIJ9zhq6mxXskcRNwFjxc7eGOk?authuser=0&hl=en&rclk=1
Restaurant Adria,4.6,713,Restaurant,"Preetzer Chaussee 146, 24146 Kiel, Germany",Kiel,Germany,http://www.adriarestaurant-kiel.de/,+49 431 79936560,https://www.google.com/maps/place/Restaurant+Adria/data=!4m7!3m6!1s0x4162046432f5e6d3:0x274d4f575f2a46a2!8m2!3d54.2960317!4d10.1781469!16s%2Fg%2F12ls3kdms!19sChIJ0-b1MmQEYkERokYqX1dPTSc?authuser=0&hl=en&rclk=1
September,4.7,53,Restaurant,"Alte Lübecker Ch 27, 24113 Kiel, Germany",Kiel,Germany,NA,+49 431 680610,https://www.google.com/maps/place/September/data=!4m7!3m6!1s0x47b2568d7a09ce09:0xbc02b181588948e6!8m2!3d54.3057517!4d10.1252448!16s%2Fg%2F1w15yhgv!19sChIJCc4Jeo1WskcR5kiJWIGxArw?authuser=0&hl=en&rclk=1
Zum Mohrenkopf / Kiel,4.5,926,Restaurant,"Sandkuhle 4, 24103 Kiel, Germany",Kiel,Germany,https://www.zum-mohrenkopf.de/,+49 431 96186,https://www.google.com/maps/place/Zum+Mohrenkopf+%2F+Kiel/data=!4m7!3m6!1s0x47b256616a857813:0x438e18a10a525303!8m2!3d54.320216!4d10.128052!16s%2Fg%2F1tkmlm0y!19sChIJE3iFamFWskcRA1NSCqEYjkM?authuser=0&hl=en&rclk=1
Mango's Kiel,4.2,"1,606",Restaurant,"Alter Markt 18, 24103 Kiel, Germany",Kiel,Germany,http://www.mangos-kiel.de/,+49 431 96228,https://www.google.com/maps/place/Mango%27s+Kiel/data=!4m7!3m6!1s0x47b2565c539b266d:0xe620bb4f80b9826a!8m2!3d54.3231998!4d10.1392741!16s%2Fg%2F1264m8xgz!19sChIJbSabU1xWskcRaoK5gE-7IOY?authuser=0&hl=en&rclk=1
Cabana Rodizio,3.8,"1,736",Brazilian restaurant,"Kaistraße 54-56, 24114 Kiel, Germany",Kiel,Germany,https://www.cabanarodizio.de/,+49 431 673406,https://www.google.com/maps/place/Cabana+Rodizio/data=!4m7!3m6!1s0x4162040925f550e1:0xb1ca8ad67b445599!8m2!3d54.3141657!4d10.1326041!16s%2Fg%2F1tj4xs7m!19sChIJ4VD1JQkEYkERmVVEe9aKyrE?authuser=0&hl=en&rclk=1
MOBY,4.7,"1,697",Fish & chips restaurant,"MOBY, Kiellinie 61a, 24105 Kiel, Germany",Kiel,Germany,http://www.mobykiel.de/,NA,https://www.google.com/maps/place/MOBY/data=!4m7!3m6!1s0x47b2575818242323:0x34f0787508dfb0d8!8m2!3d54.3325791!4d10.1514597!16s%2Fg%2F11h0t4cdgx!19sChIJIyMkGFhXskcR2LDfCHV48DQ?authuser=0&hl=en&rclk=1
